country,stateProvince,county,domainName,domainID,siteName,siteID,plotType,subtype,subtypeSpecification,plotID,plotSize,plotDimensions,referencePointPosition,decimalLatitude,decimalLongitude,geodeticDatum,utmZone,easting,northing,coordinateUncertainty,elevation,elevationUncertainty,minimumElevation,maximumElevation,slopeGradient,slopeAspect,nlcdClass,soilTypeOrder,coordinateSource,recordedDate,filteredPositions,plotPdop,plotHdop,plotName,sampledAppMod,plotStatus,plotStartDate,plotEndDate
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_074,1600,40m x 40m,41,28.066655,-81.416933,WGS84,17N,459031.137,3104656.279,NA,20.11,NA,20.09,20.23,0.08,231.55,pastureHay,Entisols,GIS,NA,NA,NA,NA,DSNY_074_basePlot,div|vst,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,mosquitoPoint,,DSNY_083,0,0m,41,28.048084,-81.393986,WGS84,17N,461279.324,3102591.458,10.1,17.78,0.1,17.78,17.78,0,229.24,pastureHay,Entisols,GeoXH 6000,2014-04-09,187,1.5,0.7,DSNY_083_mosquitoPoint,mos,decommissioned,2014-01-01,2018-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,mosquitoPoint,,DSNY_084,0,0m,41,28.069291,-81.425462,WGS84,17N,458194.084,3104951.123,0.1,17.224,0.1,17.224,17.224,0.285172,244.520371,pastureHay,Entisols,GeoXH 6000,2014-04-10,170,1.8,0.7,DSNY_084_mosquitoPoint,mos,decommissioned,2014-01-01,2016-12-31
unitedStates,FL,Osceola,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,mammalGrid,,DSNY_085,8100,90m x 90m,E5,28.12383,-81.439291,WGS84,17N,456857.031,3110997.794,0.1,18.15,0.1,18.15,19.46,0.19,245.28,pastureHay,Inceptisols,GeoXH 6000,2016-04-06,301,1.3,0.6,DSNY_085_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,mosquitoPoint,,DSNY_086,0,0m,41,28.050098,-81.39943,WGS84,17N,460745.04,3102816.294,10.1,18.43,0.1,18.43,18.43,0,274.97,pastureHay,Entisols,GeoXH 6000,2016-06-01,235,1.5,0.6,DSNY_086_mosquitoPoint,mos,decommissioned,2016-01-01,2018-12-31
unitedStates,FL,Osceola,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,mosquitoPoint,,DSNY_088,0,0m,41,28.103191,-81.425639,WGS84,17N,458189.867,3108706.555,10.1,18.43,0.1,18.43,18.43,0.06,241.76,woodyWetlands,Inceptisols,GeoXH 6000,2018-04-12,312,1.6,0.8,DSNY_088_mosquitoPoint,mos,decommissioned,2018-01-01,2018-12-31
unitedStates,TN,Sevier,Appalachians & Cumberland Plateau,D07,Great Smoky Mountains National Park NEON,GRSM,distributed,mammalGrid,,GRSM_003,8100,90m x 90m,E5,35.675915,-83.473052,WGS84,17N,276178.928,3950821.766,0.16,937.65,0.19,908.88,948.2,17.04,321.58,deciduousForest,Inceptisols,GeoXH 6000,2014-10-20,408,5.6,3,GRSM_003_mammalGrid,mam,decommissioned,2015-01-01,2017-12-31
unitedStates,TN,Sevier,Appalachians & Cumberland Plateau,D07,Great Smoky Mountains National Park NEON,GRSM,distributed,tickPlot,,GRSM_005,1600,40m x 40m,41,35.68274,-83.398124,WGS84,17N,282979.949,3951410.628,0.2,730.99,0.38,724.68,734.15,7.92,65.92,deciduousForest,Inceptisols,Geo 7X (H-Star),2014-11-13,426,5.1,2,GRSM_005_tickPlot,tck,decommissioned,2015-01-01,2016-12-31
unitedStates,TN,Sevier,Appalachians & Cumberland Plateau,D07,Great Smoky Mountains National Park NEON,GRSM,distributed,birdGrid,ninePoints,GRSM_031,250000,500m x 500m,5,35.679701,-83.486915,WGS84,17N,274934.625,3951273.509,0.15,734.71,0.17,682.49,786.66,7.56,297.23,deciduousForest,Inceptisols,GeoXH 6000,2014-11-18,456,3.5,1.5,GRSM_031_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,TN,Sevier,Appalachians & Cumberland Plateau,D07,Great Smoky Mountains National Park NEON,GRSM,distributed,birdGrid,ninePoints,GRSM_032,250000,500m x 500m,5,35.672629,-83.496455,WGS84,17N,274051.168,3950510.824,0.32,792.54,0.33,735.6,837.51,22.19,8.51,deciduousForest,Inceptisols,GeoXH 6000,2014-11-19,486,4.6,2.2,GRSM_032_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,TN,Sevier,Appalachians & Cumberland Plateau,D07,Great Smoky Mountains National Park NEON,GRSM,distributed,birdGrid,ninePoints,GRSM_033,250000,500m x 500m,5,35.696353,-83.511363,WGS84,17N,272768.882,3953177.249,0.19,498.7,0.25,477.3,588.88,5.1,285.8,deciduousForest,Inceptisols,Geo 7X (H-Star),2014-11-17,483,10.7,6.8,GRSM_033_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,TN,Sevier,Appalachians & Cumberland Plateau,D07,Great Smoky Mountains National Park NEON,GRSM,distributed,birdGrid,ninePoints,GRSM_034,250000,500m x 500m,5,35.652168,-83.512218,WGS84,17N,272566.101,3948277.22,0.26,665.37,0.54,643.89,775.72,17.98,84.3,deciduousForest,Inceptisols,GeoXH 6000,2014-11-15,459,32.2,9.3,GRSM_034_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,TN,Sevier,Appalachians & Cumberland Plateau,D07,Great Smoky Mountains National Park NEON,GRSM,distributed,birdGrid,ninePoints,GRSM_035,250000,500m x 500m,5,35.644627,-83.505309,WGS84,17N,273170.369,3947424.616,0.19,737.08,0.21,705.39,845.72,17.13,46.38,deciduousForest,Inceptisols,GeoXH 6000,2015-01-06,508,49.6,39.4,GRSM_035_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,PR,Guayanilla Municipio,Atlantic Neotropical,D04,Guanica Forest NEON,GUAN,distributed,mammalGrid,,GUAN_002,8100,90m x 90m,E5,17.971419,-66.825897,WGS84,19N,730238.307,1988371.714,0.1,93.11,0.1,83.11,93.11,5.78,295.76,evergreenForest,Mollisols,GeoXH 6000,2014-12-09,452,2.6,0.9,GUAN_002_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,PR,Yauco Municipio,Atlantic Neotropical,D04,Guanica Forest NEON,GUAN,distributed,mammalGrid,,GUAN_003,8100,90m x 90m,E5,17.972847,-66.86274,WGS84,19N,726333.314,1988484.43,0.16,169.19,0.19,157,176.86,11.94,301.73,evergreenForest,Aridisols,GeoXH 6000,2014-12-07,454,4,1.5,GUAN_003_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,PR,Yauco Municipio,Atlantic Neotropical,D04,Guanica Forest NEON,GUAN,distributed,tickPlot,,GUAN_004,1600,40m x 40m,41,17.968031,-66.853366,WGS84,19N,727332.59,1987962.827,0.12,149.41,0.14,147.53,149.88,1.91,35.43,evergreenForest,Aridisols,GeoXH 6000,2014-12-07,480,5.3,3.9,GUAN_004_tickPlot,tck,decommissioned,2016-01-01,2017-12-31
unitedStates,PR,Yauco Municipio,Atlantic Neotropical,D04,Guanica Forest NEON,GUAN,distributed,mammalGrid,,GUAN_004,8100,90m x 90m,E5,17.970525,-66.85241,WGS84,19N,727430.692,1988240.044,0.35,145.61,0.54,123.96,145.61,11.26,88.68,evergreenForest,Aridisols,GeoXH 6000,2014-12-07,476,5.3,3.1,GUAN_004_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,PR,Guanica Municipio,Atlantic Neotropical,D04,Guanica Forest NEON,GUAN,distributed,mammalGrid,,GUAN_005,8100,90m x 90m,E5,17.968587,-66.881952,WGS84,19N,724303.465,1987989.537,0.25,178.15,0.39,167.94,180.03,5.06,144.05,evergreenForest,Aridisols,GeoXH 6000,2015-02-18,502,6.5,2.6,GUAN_005_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,PR,Yauco Municipio,Atlantic Neotropical,D04,Guanica Forest NEON,GUAN,distributed,mammalGrid,,GUAN_007,8100,90m x 90m,E5,17.973626,-66.85887,WGS84,19N,726742.269,1988575.433,0.19,181.5,0.22,168.29,186.31,7.25,68.28,evergreenForest,Aridisols,GeoXH 6000,2015-01-27,503,13.2,9.9,GUAN_007_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,PR,Guanica Municipio,Atlantic Neotropical,D04,Guanica Forest NEON,GUAN,distributed,mammalGrid,,GUAN_025,8100,90m x 90m,E5,17.976569,-66.872957,WGS84,19N,725246.191,1988884.034,0.15,145.15,0.17,141.13,157.87,10.71,141.42,evergreenForest,Aridisols,GeoXH 6000,2015-02-02,532,7,1.8,GUAN_025_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,MA,Worcester,Northeast,D01,Harvard Forest & Quabbin Watershed NEON,HARV,distributed,mammalGrid,,HARV_014,8100,90m x 90m,E5,42.471298,-72.263909,WGS84,18N,724924.493,4705733.816,0.13,206.92,0.17,193.06,206.92,11.39,219.08,mixedForest,Inceptisols,GeoXH 6000,2015-08-07,352,6.4,4.7,HARV_014_mammalGrid,mam,decommissioned,2014-01-01,2016-12-31
unitedStates,MA,Worcester,Northeast,D01,Harvard Forest & Quabbin Watershed NEON,HARV,distributed,mammalGrid,,HARV_016,8100,90m x 90m,E5,42.45757177,-72.23063954,WGS84,18N,727709.4209,4704298.288,NA,219.755226,NA,218.4043573,221.4244013,4.822,7.03,woodyWetlands,Histosols,GIS,NA,NA,NA,NA,HARV_016_mammalGrid,mam,decommissioned,2013-01-01,2013-12-31
unitedStates,MA,Worcester,Northeast,D01,Harvard Forest & Quabbin Watershed NEON,HARV,distributed,tickPlot,,HARV_020,1600,40m x 40m,41,42.438157,-72.228923,WGS84,18N,727921.007,4702146.885,0.2,228.34,0.32,228.34,234.01,3.05,237.02,woodyWetlands,Inceptisols,GeoXH 6000,2015-07-22,504,6.8,2.5,HARV_020_tickPlot,tck,decommissioned,2014-01-01,2017-12-31
unitedStates,MA,Worcester,Northeast,D01,Harvard Forest & Quabbin Watershed NEON,HARV,distributed,birdGrid,ninePoints,HARV_024,250000,500m x 500m,5,42.460362,-72.250883,WGS84,18N,726034.731,4704554.036,0.15,177.06,0.2,176,243,0.77,83.52,woodyWetlands,Inceptisols,GeoXH 6000,2015-08-27,501,6.9,3.8,HARV_024_birdGrid,brd,decommissioned,2015-01-01,2017-12-31
unitedStates,MA,Worcester,Northeast,D01,Harvard Forest & Quabbin Watershed NEON,HARV,distributed,birdGrid,ninePoints,HARV_025,250000,500m x 500m,5,42.477508,-72.273661,WGS84,18N,724100.574,4706397.599,0.13,182.89,0.16,176,192,5.93,262.33,mixedForest,Inceptisols,GeoXH 6000,2015-08-20,551,4.7,2.5,HARV_025_birdGrid,brd,decommissioned,2015-01-01,2017-12-31
unitedStates,MA,Worcester,Northeast,D01,Harvard Forest & Quabbin Watershed NEON,HARV,distributed,mammalGrid,,HARV_032,8100,90m x 90m,E5,42.461612,-72.228594,WGS84,18N,727862.969,4704752.448,0.18,240.61,0.24,218.34,240.61,5.35,293.83,evergreenForest,Inceptisols,GeoXH 6000,2015-08-03,410,7,3.5,HARV_032_mammalGrid,mam,decommissioned,2013-01-01,2016-12-31
unitedStates,AK,Denali Borough,Taiga,D19,Healy NEON,HEAL,distributed,mammalGrid,,HEAL_002,8100,90m x 90m,E5,63.871874,-149.243171,WGS84,6N,389796.743,7084674.048,0.1,693.39,0.1,686.77,693.39,1.55,18.3,dwarfScrub,,Geo 7X (H-Star),2014-08-20,121,2.3,1.1,HEAL_002_mammalGrid,mam,decommissioned,2015-01-01,2017-12-31
unitedStates,AK,Denali Borough,Taiga,D19,Healy NEON,HEAL,distributed,birdGrid,ninePoints,HEAL_006,250000,500m x 500m,5,63.870025,-149.287508,WGS84,6N,387611.857,7084545.418,0.1,646.96,0.1,646.96,663.54,1.16,359.4,dwarfScrub,,Geo 7X (H-Star),2014-08-25,152,1.7,0.8,HEAL_006_birdGrid,brd,decommissioned,2017-01-01,2019-12-31
unitedStates,AK,Denali Borough,Taiga,D19,Healy NEON,HEAL,distributed,birdGrid,ninePoints,HEAL_007,250000,500m x 500m,5,63.878562,-149.2773,WGS84,6N,388147.162,7085478.345,0.1,639.95,0.1,638.96,650.47,0.87,49,dwarfScrub,,Geo 7X (H-Star),2014-08-26,181,1.7,0.8,HEAL_007_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,AK,Denali Borough,Taiga,D19,Healy NEON,HEAL,distributed,birdGrid,ninePoints,HEAL_008,250000,500m x 500m,5,63.893791,-149.275705,WGS84,6N,388286.022,7087171.635,0.1,672.59,0.1,661.96,684.52,2.26,4.12,dwarfScrub,,Geo 7X (H-Star),2014-08-20,125,1.8,0.9,HEAL_008_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,AK,Denali Borough,Taiga,D19,Healy NEON,HEAL,distributed,mammalGrid,,HEAL_016,8100,90m x 90m,E5,63.87868,-149.202926,WGS84,6N,391799.48,7085363.179,0.1,641.75,0.1,639.36,647.18,4.34,82.96,shrubScrub,,Geo 7X (H-Star),2015-06-24,304,2.5,1.3,HEAL_016_mammalGrid,mam,decommissioned,2015-01-01,2017-12-31
unitedStates,AK,Denali Borough,Taiga,D19,Healy NEON,HEAL,distributed,birdGrid,ninePoints,HEAL_017,250000,500m x 500m,5,63.86776,-149.258763,WGS84,6N,389014.763,7084242.799,0.1,674.24,0.1,667.98,691.25,2.7,322.58,shrubScrub,,Geo 7X (H-Star),2014-08-26,184,2.1,1.1,HEAL_017_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,tickPlot,,JERC_005,1600,40m x 40m,41,31.194878,-84.452157,WGS84,16N,742773.834,3453996.624,0.28,48.06,0.44,44.2,50.35,0.63,315.46,evergreenForest,Ultisols,GeoXH 6000,2013-12-12,122,4.2,1.5,JERC_005_tickPlot,tck,decommissioned,2014-01-01,2016-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_023,1600,40m x 40m,41,31.19124795,-84.45857973,WGS84,16N,742170.914,3453580.021,0.1,43.492,0.19,43.492,46.167381,1.902098,96.155769,cultivatedCrops,Ultisols,GeoXH 6000,2013-12-15,124,1.3,0.7,JERC_023_basePlot,bet|hbp,decommissioned,2014-01-01,2015-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_024,1600,40m x 40m,41,31.20448349,-84.45791548,WGS84,16N,742200.479,3455049.026,0.1,47.553,0.13,47.553,49.479294,0.915808,354.323944,cultivatedCrops,Ultisols,GeoXH 6000,2013-12-11,132,1.6,0.8,JERC_024_basePlot,hbp,decommissioned,2014-01-01,2014-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_025,1600,40m x 40m,41,31.17919292,-84.46267849,WGS84,16N,741810.896,3452234.398,0.1,42.139,0.22,42.139,45.345493,2.538497,278.041138,cultivatedCrops,Ultisols,GeoXH 6000,2013-12-15,172,1.4,0.8,JERC_025_basePlot,hbp,decommissioned,2014-01-01,2014-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_027,1600,40m x 40m,41,31.19291959,-84.44721234,WGS84,16N,743250.162,3453790.336,0.11,43.175,0.22,43.175,46.577633,1.80064,23.1481,cultivatedCrops,Ultisols,GeoXH 6000,2013-12-15,123,1.4,0.8,JERC_027_basePlot,hbp,decommissioned,2014-01-01,2014-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_032,1600,40m x 40m,41,31.19411609,-84.48148539,WGS84,16N,739980.338,3453848.074,0.1,37.484,0.14,37.484,39.947235,1.903386,155.215759,cultivatedCrops,Ultisols,GeoXH 6000,2013-12-15,127,1.6,0.7,JERC_032_basePlot,hbp,decommissioned,2014-01-01,2014-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,tickPlot,,JERC_034,1600,40m x 40m,41,31.198824,-84.491213,WGS84,16N,739041.349,3454348.961,0.12,44.85,0.16,43.8,48.89,1.19,151.6,deciduousForest,Ultisols,GeoXH 6000,2013-12-16,300,2.6,1,JERC_034_tickPlot,tck,decommissioned,2014-01-01,2018-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_038,1600,40m x 40m,41,31.191901,-84.492899,WGS84,16N,738897.99,3453577.782,NA,39.12,NA,19.4,19.69,2.22,30.24,mixedForest,Ultisols,GIS,NA,NA,NA,NA,JERC_038_basePlot,vst,decommissioned,2014-01-01,2014-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_040,1600,40m x 40m,41,31.212261,-84.4684,WGS84,16N,741181.468,3455888.399,NA,46.98,NA,19.52,19.86,0.47,164.07,mixedForest,Ultisols,GIS,NA,NA,NA,NA,JERC_040_basePlot,vst,decommissioned,2014-01-01,2014-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_041,1600,40m x 40m,41,31.185739,-84.481405,WGS84,16N,740009.192,3452919.379,NA,40.74,NA,19.14,19.28,4.27,53.58,mixedForest,Entisols,GIS,NA,NA,NA,NA,JERC_041_basePlot,vst,decommissioned,2014-01-01,2014-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_042,1600,40m x 40m,41,31.210124,-84.469727,WGS84,16N,741060.471,3455648.642,NA,45.01,NA,19.48,19.54,4.44,290.49,mixedForest,Ultisols,GIS,NA,NA,NA,NA,JERC_042_basePlot,vst,decommissioned,2014-01-01,2014-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,tickPlot,,JERC_044,1600,40m x 40m,41,31.195549,-84.482479,WGS84,16N,739882.01,3454004.792,0.1,42.53,0.13,42.53,44.6,2.23,81.29,mixedForest,Ultisols,GeoXH 6000,2013-12-16,307,1.8,0.8,JERC_044_tickPlot,tck,decommissioned,2014-01-01,2015-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,basePlot,,JERC_044,1600,40m x 40m,41,31.196851,-84.482045,WGS84,16N,739920.056,3454150.053,NA,45,NA,21.05,21.29,1.3,144.27,mixedForest,Ultisols,GIS,NA,NA,NA,NA,JERC_044_basePlot,vst,decommissioned,2014-01-01,2014-12-31
unitedStates,GA,Baker,Southeast,D03,The Jones Center At Ichauway NEON,JERC,distributed,mosquitoPoint,,JERC_075,0,0m,41,31.19575,-84.468598,WGS84,16N,741204.58,3454057.26,0.21,45.553,0.28,45.553,45.553,4.03,1.38,mixedForest,Ultisols,GeoXH 6000,2014-04-02,302,3.9,1.8,JERC_075_mosquitoPoint,mos,decommissioned,2014-01-01,2014-12-31
unitedStates,KS,Riley,Prairie Peninsula,D06,Konza Prairie Agroecosystem NEON,KONA,distributed,basePlot,,KONA_025,1600,40m x 40m,41,39.146165,-96.632497,WGS84,14N,704595.761,4335666.198,0.1,316.24,0.13,315.95,316.32,0,0,cultivatedCrops,Entisols,Geo 7X (H-Star),2017-06-08,159,1.3,0.6,KONA_025_basePlot,div,decommissioned,2017-01-01,2017-12-31
unitedStates,KS,Riley,Prairie Peninsula,D06,Konza Prairie Agroecosystem NEON,KONA,distributed,basePlot,,KONA_029,1600,40m x 40m,41,39.226857,-96.59036,WGS84,14N,707999.403,4344718.529,0.1,329.21,0.12,328.61,330.3,0,0,cultivatedCrops,Mollisols,Geo 7X (H-Star),2017-06-07,172,1.3,0.7,KONA_029_basePlot,div,decommissioned,2017-01-01,2017-12-31
unitedStates,KS,Riley,Prairie Peninsula,D06,Konza Prairie Agroecosystem NEON,KONA,distributed,mosquitoPoint,,KONA_045,0,0m,41,39.218661,-96.588336,WGS84,14N,708198.352,4343813.424,10.1,317.02,0.1,317.02,317.02,0.4,314.46,cultivatedCrops,Mollisols,Geo 7X (H-Star),2017-06-23,152,2.5,1.3,KONA_045_mosquitoPoint,mos,decommissioned,2017-01-01,2017-12-31
unitedStates,KS,Riley,Prairie Peninsula,D06,Konza Prairie Biological Station NEON,KONZ,distributed,mammalGrid,,KONZ_008,8100,90m x 90m,E5,39.10938,-96.54573,WGS84,14N,712204.9,4331783,0.11,399.05,0.1,382.33,407.84,12.31,202.43,grasslandHerbaceous,,GeoXH 6000,2015-04-03,122,5.1,1.4,KONZ_008_mammalGrid,mam,decommissioned,2015-01-01,2016-12-31
unitedStates,KS,Riley,Prairie Peninsula,D06,Konza Prairie Biological Station NEON,KONZ,distributed,birdGrid,ninePoints,KONZ_027,250000,500m x 500m,5,39.10201,-96.584142,WGS84,14N,708905.495,4330875.558,0.14,347.03,0.14,344.35,390.69,2.62,7.59,deciduousForest,Mollisols,Geo 7X (H-Star),2014-12-29,302,4.7,2.1,KONZ_027_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,KS,Riley,Prairie Peninsula,D06,Konza Prairie Biological Station NEON,KONZ,distributed,mammalGrid,,KONZ_029,8100,90m x 90m,E5,39.09804,-96.602488,WGS84,14N,707330.474,4330392.823,0.1,346.77,0.1,344.57,354.5,3.68,73.05,deciduousForest,,Geo 7X (H-Star),2015-04-06,123,1.6,0.9,KONZ_029_mammalGrid,mam,decommissioned,2015-01-01,2016-12-31
unitedStates,KS,Riley,Prairie Peninsula,D06,Konza Prairie Biological Station NEON,KONZ,distributed,birdGrid,ninePoints,KONZ_031,250000,500m x 500m,5,39.09172,-96.585727,WGS84,14N,708798.777,4329729.796,0.1,356.54,0.1,350.11,376.67,4,198.34,deciduousForest,Mollisols,Geo 7X (H-Star),2015-04-03,304,2.3,1.4,KONZ_031_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,mammalGrid,,LAJA_002,8100,90m x 90m,E5,18.035656,-67.074736,WGS84,19N,703803.705,1995190.783,0.1,31.05,0.1,30,31.05,0.07,180.66,cultivatedCrops,Vertisols,GeoXH 6000,2015-10-14,278,2.8,0.9,LAJA_002_mammalGrid,mam,decommissioned,2016-01-01,2016-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,mammalGrid,,LAJA_003,8100,90m x 90m,E5,18.025408,-67.079985,WGS84,19N,703259.656,1994050.682,0.1,20.49,0.1,19.97,20.58,0.14,160.13,pastureHay,Vertisols,GeoXH 6000,2015-10-14,202,1.8,0.9,LAJA_003_mammalGrid,mam,decommissioned,2016-01-01,2016-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,mammalGrid,,LAJA_005,8100,90m x 90m,E5,18.025309,-67.083407,WGS84,19N,702897.36,1994036.008,0.1,21.19,0.1,19.99,21.19,0,225,pastureHay,Vertisols,GeoXH 6000,2015-10-14,205,1.7,0.9,LAJA_005_mammalGrid,mam,decommissioned,2016-01-01,2016-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,mammalGrid,,LAJA_010,8100,90m x 90m,E5,18.027731,-67.083137,WGS84,19N,702923.258,1994304.428,0.1,23.04,0.1,23,23.04,0,0,pastureHay,Vertisols,GeoXH 6000,2015-10-14,202,2.1,1,LAJA_010_mammalGrid,mam,decommissioned,2016-01-01,2016-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,mammalGrid,,LAJA_018,8100,90m x 90m,E5,18.033345,-67.073088,WGS84,19N,703980.866,1994936.833,0.1,28.73,0.1,25.95,29.99,2.85,202.56,cultivatedCrops,Vertisols,GeoXH 6000,2015-10-20,227,1.6,1,LAJA_018_mammalGrid,mam,decommissioned,2016-01-01,2016-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,,LAJA_020,1600,40m x 40m,41,18.031047,-67.075916,WGS84,19N,703684.017,1994679.331,0.1,27.06,0.1,26.88,27.53,0,0,cultivatedCrops,Vertisols,GeoXH 6000,2015-05-28,151,1.9,1,LAJA_020_basePlot,all,decommissioned,2017-01-01,2017-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,mammalGrid,,LAJA_023,8100,90m x 90m,E5,18.034536,-67.068577,WGS84,19N,704457.204,1995073.594,0.1,25.88,0.1,23.05,29.77,1.31,155.04,grasslandHerbaceous,Vertisols,GeoXH 6000,2015-10-14,201,2.2,1.1,LAJA_023_mammalGrid,mam,decommissioned,2016-01-01,2016-12-31
unitedStates,AL,Choctaw,Ozarks Complex,D08,Lenoir Landing NEON,LENO,distributed,mammalGrid,,LENO_003,8100,90m x 90m,E5,31.806969,-88.188209,WGS84,16N,387529.182,3519654.733,0.35,14.29,0.55,10.68,14.29,0.25,265.05,deciduousForest,Entisols,GeoXH 6000,2015-09-25,306,4.2,1.7,LENO_003_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,VA,Giles,Appalachians & Cumberland Plateau,D07,Mountain Lake Biological Station NEON,MLBS,distributed,basePlot,,MLBS_031,1600,40m x 40m,41,37.364014,-80.524151,WGS84,17N,542136.615,4135361.01,0.14,1248.53,0.17,1247.8,1256.13,5.6,225,deciduousForest,Ultisols,GeoXH 6000,2017-05-02,419,5.6,3.7,MLBS_031_basePlot,div,decommissioned,2017-01-01,2017-12-31
unitedStates,UT,San Juan,Southern Rockies & Colorado Plateau,D13,Moab NEON,MOAB,distributed,birdGrid,,MOAB_007,250000,500m x 500m,5,38.26631829,-109.3413713,WGS84,12N,645099.732,4236665.161,0.1,1991.689,0.1,1987.68689,2009.615479,1.651203,48.598007,shrubScrub,Aridisols,Geo 7X (H-Star),2014-11-12,126,2,1.1,MOAB_007_birdGrid,brd,decommissioned,2015-01-01,2015-12-31
unitedStates,UT,San Juan,Southern Rockies & Colorado Plateau,D13,Moab NEON,MOAB,distributed,mammalGrid,,MOAB_008,8100,90m x 90m,E5,38.23087971,-109.3872474,WGS84,12N,641154.706,4232661.662,0.1,1761.398,0.1,1752.55,1761.4,2.05185008,142.1054688,shrubScrub,Aridisols,GeoXH 6000,2014-11-18,138,3,1.5,MOAB_008_mammalGrid,mam,decommissioned,2015-01-01,2015-12-31
unitedStates,UT,San Juan,Southern Rockies & Colorado Plateau,D13,Moab NEON,MOAB,distributed,birdGrid,,MOAB_008,250000,500m x 500m,5,38.23059928,-109.38573,WGS84,12N,641288.062,4232632.859,0.1,1751.513,0.1,1741.408569,1769.364746,2.423774,217.93573,shrubScrub,Aridisols,GeoXH 6000,2014-11-12,120,2.5,1.1,MOAB_008_birdGrid,brd,decommissioned,2015-01-01,2015-12-31
